"DateTime","Branch","FromBus","ToBus","Flow (MW) (From->To)","Capacity (MW)","DynamicLoss (MW)","FixedLoss (MW)","FromBusPrice ($/MWh)","ToBusPrice ($/MWh)","BranchPrice ($/MWh)","BranchRentals ($)"
"13-FEB-2017 09:30","KAW_T1.T1","178","180",-5.94457,25.40000,0.01093,0.05180,77.78846,77.51336,0.00000,-1.62201
"13-FEB-2017 09:30","KAW_T11.T11","181","177",18.00781,99.50000,0.01485,0.02980,77.80302,77.96983,0.00000,-0.23863
"13-FEB-2017 09:30","KAW_T12.L12","770","179",0.00000,70.60000,0.00000,0.00000,77.54143,77.54143,0.00000,0.00000
"13-FEB-2017 09:30","KAW_T12.M12","180","179",68.38369,157.80000,0.02346,0.00000,77.51336,77.54143,0.00000,0.04997
"13-FEB-2017 09:30","KAW_T12.T12","181","179",-68.33993,294.20000,0.01038,0.04060,77.80302,77.54143,0.00000,6.95552
"13-FEB-2017 09:30","KAW_T13.T13","181","180",-28.82212,98.40000,0.02343,0.04830,77.80302,77.51336,0.00000,1.38379
"13-FEB-2017 09:30","KAW_T14.T14","181","177",18.05178,99.50000,0.01494,0.02980,77.80302,77.96983,0.00000,-0.23863
"13-FEB-2017 09:30","KAW_T2.T2","178","180",-5.94803,25.60000,0.01107,0.05340,77.78846,77.51336,0.00000,-1.68931
"13-FEB-2017 09:30","KAW_T6.T6","180","175",-2.67620,45.00000,0.00178,0.02550,77.51336,77.46838,0.00000,-0.99711
"13-FEB-2017 09:30","KAW_T7.T7","180","175",-2.67620,45.00000,0.00178,0.02550,77.51336,77.46838,0.00000,-0.99711
"13-FEB-2017 09:30","KAW_T8.T8","180","175",-2.76769,53.55000,0.00155,0.02300,77.51336,77.46838,0.00000,-0.88931
"13-FEB-2017 09:30","KAW_T9.T9","180","175",-2.83040,65.10000,0.00124,0.02500,77.51336,77.46838,0.00000,-0.95339
"13-FEB-2017 09:30","KBY_T1.T1","748","590",4.60931,2000.00000,0.00000,0.00000,79.47695,79.47666,0.00000,-0.00067
"13-FEB-2017 09:30","KBY_T2.T2","591","590",4.62669,2000.00000,0.00000,0.00000,79.47637,79.47666,0.00000,0.00067
"13-FEB-2017 09:30","KIK_STK1.1","501","515",57.52922,239.00000,0.25235,0.00000,79.48101,80.26719,0.00000,12.48672
"13-FEB-2017 09:30","KIK_STK2.1","501","515",57.50426,239.00000,0.25214,0.00000,79.48101,80.26719,0.00000,12.48508
"13-FEB-2017 09:30","KIK_STK3.1","500","514",8.84613,56.00000,0.06548,0.00000,79.18147,80.72241,0.00000,4.17288
"13-FEB-2017 09:30","KIK_T1.L1","743","498",-1.87940,8.80000,0.00040,0.00000,79.52209,79.48641,0.00000,0.01746
"13-FEB-2017 09:30","KIK_T1.M1","783","498",0.00000,62.50000,0.00000,0.00000,79.48641,79.48641,0.00000,0.00000
"13-FEB-2017 09:30","KIK_T1.T1","501","498",1.93864,62.50000,0.00013,0.11820,79.48101,79.48641,0.00000,-4.69765
"13-FEB-2017 09:30","KIK_T2.L2","497","499",0.00000,60.00000,0.00000,0.00000,79.08011,79.08011,0.00000,0.00000
"13-FEB-2017 09:30","KIK_T2.M2","500","499",-38.64866,182.30000,0.01659,0.00000,79.18147,79.08011,0.00000,1.30171
"13-FEB-2017 09:30","KIK_T2.T2","501","499",38.67322,182.30000,0.00251,0.04410,79.48101,79.08011,0.00000,-9.59484
"13-FEB-2017 09:30","KILN_COGEN.1","51","52",-56.00000,2000.00000,0.00000,0.00000,83.74678,83.74678,0.00000,0.00000
"13-FEB-2017 09:30","KIN_T1A.T1A","128","125",20.98136,35.60000,0.06476,0.03210,77.83965,78.33207,0.00000,1.37233
"13-FEB-2017 09:30","KIN_T2.T2","128","125",20.57387,35.60000,0.06568,0.05350,77.83965,78.33207,0.00000,0.39791
"13-FEB-2017 09:30","KIN_T3A.T3A","736","128",-5.90045,13.00000,0.02782,0.03280,78.34922,77.83965,0.00000,-0.87130
"13-FEB-2017 09:30","KIN_T3B.T3B","736","128",-11.71206,23.70000,0.03798,0.05260,78.34922,77.83965,0.00000,-0.56456
"13-FEB-2017 09:30","KIN_T4.T4","128","126",11.02942,36.90000,0.02042,0.05400,77.83965,78.06990,0.00000,-1.63532
"13-FEB-2017 09:30","KIN_T5.L5","124","127",20.52200,35.70000,0.01297,0.00000,77.69119,77.79119,0.00000,0.52150
"13-FEB-2017 09:30","KIN_T5.M5","765","127",0.00000,23.80000,0.00000,0.00000,77.79119,77.79119,0.00000,0.00000
