"DateTime","Bus","Generation (MW)","Load (MW)","Price ($/MWh)","Revenue ($)","Cost ($)","Deficit(MW)","Surplus(MW)"
"13-FEB-2017 09:30","5036",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5037",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5038",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5039",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","504",0.000,1.555,81.352,0.000,63.251,0.000,0.000
"13-FEB-2017 09:30","5040",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5041",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5042",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5043",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5044",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5045",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5046",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5047",0.000,0.000,0.000,0.000,0.000,0.000,0.000
